1,-1,17.64,105.3,64.435,78.084,22,-1,-1,-1
1,-1,118.678,73.008,46.697,66.816,22,-1,-1,-1
1,-1,245.98,170.28,51.793,84.312,22,-1,-1,-1
1,-1,263.179,109.98,49.245,74.556,22,-1,-1,-1
1,-1,306.005,177.984,46.011,66.996,22,-1,-1,-1
1,-1,316.834,208.044,56.007,72.792,22,-1,-1,-1
2,-1,34.398,83.052,58.555,81.684,22,-1,-1,-1
2,-1,121.569,47.916,45.325,67.608,22,-1,-1,-1
2,-1,185.024,79.524,70.903,79.488,22,-1,-1,-1
2,-1,244.167,154.8,54.831,86.724,22,-1,-1,-1
2,-1,293.118,81.54,48.706,93.384,22,-1,-1,-1
2,-1,321.44,177.66,49.931,81.18,22,-1,-1,-1
3,-1,53.9,41.436,39.788,56.34,22,-1,-1,-1
3,-1,68.6,77.256,48.265,72.792,22,-1,-1,-1
3,-1,146.069,30.96,43.316,66.096,22,-1,-1,-1
3,-1,207.515,72,58.947,64.584,22,-1,-1,-1
3,-1,255.878,130.176,48.559,85.428,22,-1,-1,-1
3,-1,327.467,154.728,45.815,83.772,22,-1,-1,-1
3,-1,345.009,66.636,44.149,86.652,22,-1,-1,-1
3,-1,363.923,158.616,46.991,91.368,22,-1,-1,-1
4,-1,83.986,42.012,53.018,56.988,22,-1,-1,-1
4,-1,98.833,65.844,49.147,69.516,22,-1,-1,-1
4,-1,240.737,57.384,52.479,74.556,22,-1,-1,-1
4,-1,267.05,120.96,55.272,83.628,22,-1,-1,-1
4,-1,340.648,142.416,51.352,89.856,22,-1,-1,-1
4,-1,390.824,57.708,52.136,78.948,22,-1,-1,-1
4,-1,392.784,146.16,51.205,90.324,22,-1,-1,-1
5,-1,-0.098,57.852,40.033,72.972,22,-1,-1,-1
5,-1,107.898,71.712,57.036,63.9,22,-1,-1,-1
5,-1,192.913,20.664,42.14,70.452,22,-1,-1,-1
5,-1,254.506,56.988,60.074,69.192,22,-1,-1,-1
5,-1,269.206,120.564,55.321,82.224,22,-1,-1,-1
5,-1,343.588,150.984,51.744,80.892,22,-1,-1,-1
5,-1,414.736,148.824,43.61,85.716,22,-1,-1,-1
5,-1,427.182,61.884,53.753,69.516,22,-1,-1,-1
6,-1,120.834,34.524,54.292,64.08,22,-1,-1,-1
6,-1,209.573,18.972,48.363,74.556,22,-1,-1,-1
6,-1,271.95,113.4,56.301,86.94,22,-1,-1,-1
6,-1,272.097,59.724,54.929,78.408,22,-1,-1,-1
6,-1,349.713,148.32,59.633,88.596,22,-1,-1,-1
6,-1,445.361,145.512,44.296,84.024,22,-1,-1,-1
7,-1,11.466,47.484,69.041,70.812,22,-1,-1,-1
7,-1,142.59,67.5,53.067,73.368,22,-1,-1,-1
7,-1,230.888,19.044,56.938,80.1,22,-1,-1,-1
7,-1,289.982,111.276,46.158,85.176,22,-1,-1,-1
7,-1,292.922,57.204,57.82,76.968,22,-1,-1,-1
7,-1,354.368,148.86,62.524,80.064,22,-1,-1,-1
7,-1,462.413,150.12,27.93,83.196,22,-1,-1,-1
8,-1,7.007,99,41.993,69.012,22,-1,-1,-1
8,-1,59.976,57.096,54.782,73.44,22,-1,-1,-1
8,-1,172.48,58.32,52.871,84.168,22,-1,-1,-1
8,-1,272.244,15.444,43.218,85.896,22,-1,-1,-1
8,-1,316.883,107.172,46.599,83.268,22,-1,-1,-1
8,-1,328.104,63.936,46.305,85.896,22,-1,-1,-1
8,-1,375.928,147.744,48.951,86.868,22,-1,-1,-1
8,-1,464.128,151.74,25.872,82.188,22,-1,-1,-1
9,-1,98.98,55.008,51.989,78.984,22,-1,-1,-1
9,-1,228.977,61.992,54.978,78.984,22,-1,-1,-1
9,-1,337.022,21.996,48.02,69.012,22,-1,-1,-1
9,-1,348.047,66.924,67.179,87.012,22,-1,-1,-1
9,-1,371.91,112.572,46.648,101.232,22,-1,-1,-1
9,-1,411.943,140.724,67.424,88.308,22,-1,-1,-1
9,-1,456.435,152.064,32.34,80.784,22,-1,-1,-1
10,-1,101.283,94.032,58.702,79.2,22,-1,-1,-1
10,-1,133.672,50.112,53.508,75.024,22,-1,-1,-1
10,-1,273.861,71.496,66.885,80.388,22,-1,-1,-1
10,-1,340.305,63.756,80.703,94.068,22,-1,-1,-1
10,-1,409.787,24.912,42.532,71.172,22,-1,-1,-1
11,-1,140.973,88.992,54.488,86.22,22,-1,-1,-1
11,-1,185.465,60.48,52.724,70.092,22,-1,-1,-1
11,-1,320.166,56.376,57.918,94.752,22,-1,-1,-1
11,-1,328.79,63.576,77.518,96.048,22,-1,-1,-1
12,-1,158.025,93.348,50.029,84.672,22,-1,-1,-1
12,-1,195.167,69.156,57.673,73.8,22,-1,-1,-1
12,-1,337.806,74.988,48.314,81.684,22,-1,-1,-1
12,-1,367.451,50.4,40.131,81.504,22,-1,-1,-1
13,-1,158.711,92.7,59.584,89.604,22,-1,-1,-1
13,-1,207.809,67.32,52.969,79.38,22,-1,-1,-1
13,-1,362.208,72.648,42.973,75.744,22,-1,-1,-1
14,-1,185.318,86.256,32.928,96.12,22,-1,-1,-1
14,-1,224.371,80.46,39.641,81.936,22,-1,-1,-1
14,-1,363.482,83.124,44.688,85.644,22,-1,-1,-1
14,-1,412.482,66.672,39.984,78.732,22,-1,-1,-1
15,-1,188.356,84.276,43.267,87.444,22,-1,-1,-1
15,-1,228.34,95.364,46.452,79.38,22,-1,-1,-1
15,-1,376.418,88.452,47.922,94.5,22,-1,-1,-1
15,-1,429.534,74.952,40.425,89.1,22,-1,-1,-1
16,-1,197.617,95.544,41.797,81.576,22,-1,-1,-1
16,-1,242.599,94.248,40.376,101.592,22,-1,-1,-1
16,-1,383.817,102.672,39.053,91.296,22,-1,-1,-1
16,-1,428.946,88.56,46.795,97.416,22,-1,-1,-1
17,-1,201.537,93.312,51.744,84.168,22,-1,-1,-1
17,-1,256.27,76.968,39.445,109.944,22,-1,-1,-1
17,-1,375.242,107.892,51.401,102.456,22,-1,-1,-1
18,-1,201.831,91.476,47.53,100.188,22,-1,-1,-1
18,-1,249.508,84.168,44.345,120.96,22,-1,-1,-1
18,-1,371.91,122.04,40.572,108.684,22,-1,-1,-1
19,-1,195.657,91.8,52.234,96.264,22,-1,-1,-1
19,-1,227.703,102.24,56.791,120.312,22,-1,-1,-1
19,-1,327.908,122.292,57.428,127.512,22,-1,-1,-1
19,-1,399.007,112.968,43.414,116.352,22,-1,-1,-1
20,-1,184.632,124.416,73.01,139.896,22,-1,-1,-1
20,-1,197.274,68.4,54.831,112.896,22,-1,-1,-1
20,-1,307.181,128.664,43.218,127.908,22,-1,-1,-1
20,-1,355.054,117.504,60.123,122.292,22,-1,-1,-1
